SmartShield monitor log (generated)
2025-10-17T17:45:47.251049Z | UDP | 10.2.0.2 -> 18.64.67.109 | sport=65205 dport=443
2025-10-17T17:45:47.252465Z | UDP | 10.2.0.2 -> 18.64.67.109 | sport=65205 dport=443
2025-10-17T17:45:47.253801Z | UDP | 10.2.0.2 -> 18.64.67.109 | sport=65205 dport=443
2025-10-17T17:45:47.258047Z | UDP | 10.2.0.2 -> 10.2.0.1 | sport=65206 dport=53
2025-10-17T17:45:47.276295Z | TCP | 10.2.0.2 -> 185.159.159.148 | sport=58821 dport=443
2025-10-17T17:45:47.292052Z | TCP | 104.18.39.21 -> 10.2.0.2 | sport=443 dport=59438
2025-10-17T17:45:47.315332Z | TCP | 18.64.67.109 -> 10.2.0.2 | sport=443 dport=58820
2025-10-17T17:45:47.315332Z | TCP | 18.64.67.109 -> 10.2.0.2 | sport=443 dport=58820
2025-10-17T17:45:47.377477Z | TCP | 10.2.0.2 -> 52.88.9.152 | sport=59214 dport=443
2025-10-17T17:45:47.377477Z | TCP | 10.2.0.2 -> 52.88.9.152 | sport=59214 dport=443
2025-10-17T17:45:47.377477Z | TCP | 10.2.0.2 -> 52.88.9.152 | sport=59214 dport=443
2025-10-17T17:45:47.425173Z | UDP | 10.2.0.1 -> 10.2.0.2 | sport=53 dport=65206
2025-10-17T17:45:47.442415Z | TCP | 185.159.159.148 -> 10.2.0.2 | sport=443 dport=58821
2025-10-17T17:45:47.442415Z | TCP | 10.2.0.2 -> 185.159.159.148 | sport=58821 dport=443
2025-10-17T17:45:47.447212Z | TCP | 10.2.0.2 -> 185.159.159.148 | sport=58821 dport=443
2025-10-17T17:45:47.478440Z | TCP | 18.64.67.109 -> 10.2.0.2 | sport=443 dport=58820
2025-10-17T17:45:47.478440Z | TCP | 10.2.0.2 -> 18.64.67.109 | sport=58820 dport=443
2025-10-17T17:45:47.485733Z | 17 | 18.64.67.109 -> 10.2.0.2 | 
2025-10-17T17:45:47.485733Z | UDP | 18.64.67.109 -> 10.2.0.2 | sport=443 dport=65205
2025-10-17T17:45:47.517283Z | TCP | 10.2.0.2 -> 185.199.108.133 | sport=58600 dport=443
2025-10-17T17:45:47.557577Z | TCP | 52.88.9.152 -> 10.2.0.2 | sport=443 dport=59214
2025-10-17T17:45:47.604692Z | TCP | 185.159.159.148 -> 10.2.0.2 | sport=443 dport=58821
2025-10-17T17:45:47.610906Z | TCP | 52.88.9.152 -> 10.2.0.2 | sport=443 dport=59214
2025-10-17T17:45:47.675707Z | TCP | 185.199.108.133 -> 10.2.0.2 | sport=443 dport=58600
2025-10-17T17:45:47.745017Z | TCP | 52.88.9.152 -> 10.2.0.2 | sport=443 dport=59214
2025-10-17T17:45:47.748018Z | UDP | 10.2.0.2 -> 18.64.67.109 | sport=65205 dport=443
2025-10-17T17:45:47.806103Z | TCP | 10.2.0.2 -> 52.88.9.152 | sport=59214 dport=443
2025-10-17T17:45:47.861695Z | TCP | 10.2.0.2 -> 35.186.224.40 | sport=61353 dport=443
2025-10-17T17:45:48.017431Z | UDP | 18.64.67.109 -> 10.2.0.2 | sport=443 dport=65205
2025-10-17T17:45:48.017431Z | UDP | 18.64.67.109 -> 10.2.0.2 | sport=443 dport=65205
2025-10-17T17:45:48.017431Z | UDP | 18.64.67.109 -> 10.2.0.2 | sport=443 dport=65205
2025-10-17T17:45:48.017431Z | TCP | 35.186.224.40 -> 10.2.0.2 | sport=443 dport=61353
2025-10-17T17:45:48.017431Z | UDP | 10.2.0.2 -> 18.64.67.109 | sport=65205 dport=443
2025-10-17T17:45:48.017431Z | UDP | 10.2.0.2 -> 18.64.67.109 | sport=65205 dport=443
2025-10-17T17:45:48.017431Z | UDP | 10.2.0.2 -> 18.64.67.109 | sport=65205 dport=443
2025-10-17T17:45:48.033126Z | TCP | 185.159.159.148 -> 10.2.0.2 | sport=443 dport=58821
2025-10-17T17:45:48.042385Z | TCP | 10.2.0.2 -> 185.159.159.148 | sport=58821 dport=443
2025-10-17T17:45:48.044400Z | TCP | 10.2.0.2 -> 185.159.159.148 | sport=58821 dport=443
2025-10-17T17:45:48.182216Z | TCP | 10.2.0.2 -> 52.88.9.152 | sport=59214 dport=443
2025-10-17T17:45:48.184240Z | TCP | 10.2.0.2 -> 52.88.9.152 | sport=59214 dport=443
2025-10-17T17:45:48.186419Z | TCP | 10.2.0.2 -> 52.88.9.152 | sport=59214 dport=443
2025-10-17T17:45:48.193048Z | TCP | 185.159.159.148 -> 10.2.0.2 | sport=443 dport=58821
2025-10-17T17:45:48.206837Z | TCP | 185.159.159.148 -> 10.2.0.2 | sport=443 dport=58821
2025-10-17T17:45:48.283090Z | 17 | 18.64.67.109 -> 10.2.0.2 | 
2025-10-17T17:45:48.283090Z | UDP | 18.64.67.109 -> 10.2.0.2 | sport=443 dport=65205
2025-10-17T17:45:48.343582Z | TCP | 52.88.9.152 -> 10.2.0.2 | sport=443 dport=59214
2025-10-17T17:45:48.345651Z | TCP | 52.88.9.152 -> 10.2.0.2 | sport=443 dport=59214
2025-10-17T17:45:48.345651Z | TCP | 52.88.9.152 -> 10.2.0.2 | sport=443 dport=59214
2025-10-17T17:45:48.446663Z | TCP | 52.88.9.152 -> 10.2.0.2 | sport=443 dport=59214
2025-10-17T17:45:48.449741Z | UDP | 10.2.0.2 -> 18.64.67.109 | sport=65205 dport=443
2025-10-17T17:45:48.502766Z | TCP | 10.2.0.2 -> 52.88.9.152 | sport=59214 dport=443
2025-10-17T17:45:48.626621Z | TCP | 10.2.0.2 -> 35.175.27.231 | sport=63985 dport=443
2025-10-17T17:45:48.717233Z | UDP | 18.64.67.109 -> 10.2.0.2 | sport=443 dport=65205
2025-10-17T17:45:48.720943Z | UDP | 18.64.67.109 -> 10.2.0.2 | sport=443 dport=65205
2025-10-17T17:45:48.722423Z | UDP | 18.64.67.109 -> 10.2.0.2 | sport=443 dport=65205
2025-10-17T17:45:48.722423Z | UDP | 10.2.0.2 -> 18.64.67.109 | sport=65205 dport=443
2025-10-17T17:45:48.722423Z | UDP | 10.2.0.2 -> 18.64.67.109 | sport=65205 dport=443
2025-10-17T17:45:48.722423Z | UDP | 10.2.0.2 -> 18.64.67.109 | sport=65205 dport=443
2025-10-17T17:45:48.722423Z | UDP | 18.64.67.109 -> 10.2.0.2 | sport=443 dport=65205
2025-10-17T17:45:48.722423Z | UDP | 18.64.67.109 -> 10.2.0.2 | sport=443 dport=65205
2025-10-17T17:45:48.722423Z | UDP | 10.2.0.2 -> 18.64.67.109 | sport=65205 dport=443
2025-10-17T17:45:48.722423Z | UDP | 18.64.67.109 -> 10.2.0.2 | sport=443 dport=65205
2025-10-17T17:45:48.722423Z | UDP | 18.64.67.109 -> 10.2.0.2 | sport=443 dport=65205
2025-10-17T17:45:48.722423Z | UDP | 10.2.0.2 -> 18.64.67.109 | sport=65205 dport=443
2025-10-17T17:45:48.736967Z | UDP | 18.64.67.109 -> 10.2.0.2 | sport=443 dport=65205
2025-10-17T17:45:48.736967Z | UDP | 18.64.67.109 -> 10.2.0.2 | sport=443 dport=65205
2025-10-17T17:45:48.736967Z | UDP | 10.2.0.2 -> 18.64.67.109 | sport=65205 dport=443
2025-10-17T17:45:48.736967Z | UDP | 18.64.67.109 -> 10.2.0.2 | sport=443 dport=65205
2025-10-17T17:45:48.736967Z | UDP | 18.64.67.109 -> 10.2.0.2 | sport=443 dport=65205
2025-10-17T17:45:48.736967Z | UDP | 10.2.0.2 -> 18.64.67.109 | sport=65205 dport=443
2025-10-17T17:45:48.753699Z | UDP | 18.64.67.109 -> 10.2.0.2 | sport=443 dport=65205
2025-10-17T17:45:48.753699Z | UDP | 18.64.67.109 -> 10.2.0.2 | sport=443 dport=65205
2025-10-17T17:45:48.753699Z | UDP | 10.2.0.2 -> 18.64.67.109 | sport=65205 dport=443
2025-10-17T17:45:48.753699Z | UDP | 18.64.67.109 -> 10.2.0.2 | sport=443 dport=65205
2025-10-17T17:45:48.753699Z | UDP | 18.64.67.109 -> 10.2.0.2 | sport=443 dport=65205
2025-10-17T17:45:48.753699Z | UDP | 10.2.0.2 -> 18.64.67.109 | sport=65205 dport=443
2025-10-17T17:45:48.753699Z | UDP | 18.64.67.109 -> 10.2.0.2 | sport=443 dport=65205
2025-10-17T17:45:48.777873Z | TCP | 185.159.159.148 -> 10.2.0.2 | sport=443 dport=58821
2025-10-17T17:45:48.778881Z | TCP | 10.2.0.2 -> 185.159.159.148 | sport=58821 dport=443
2025-10-17T17:45:48.782555Z | TCP | 35.175.27.231 -> 10.2.0.2 | sport=443 dport=63985
2025-10-17T17:45:48.798475Z | UDP | 10.2.0.2 -> 18.64.67.109 | sport=65205 dport=443
2025-10-17T17:45:48.980500Z | TCP | 10.2.0.2 -> 52.88.9.152 | sport=59214 dport=443
2025-10-17T17:45:48.982534Z | TCP | 10.2.0.2 -> 52.88.9.152 | sport=59214 dport=443
2025-10-17T17:45:48.984549Z | TCP | 10.2.0.2 -> 52.88.9.152 | sport=59214 dport=443
2025-10-17T17:45:49.048990Z | UDP | 18.64.67.109 -> 10.2.0.2 | sport=443 dport=65205
2025-10-17T17:45:49.217707Z | TCP | 52.88.9.152 -> 10.2.0.2 | sport=443 dport=59214
2025-10-17T17:45:49.218716Z | TCP | 52.88.9.152 -> 10.2.0.2 | sport=443 dport=59214
2025-10-17T17:45:49.221514Z | TCP | 52.88.9.152 -> 10.2.0.2 | sport=443 dport=59214
2025-10-17T17:45:49.284779Z | TCP | 10.2.0.2 -> 104.199.241.202 | sport=50008 dport=443
2025-10-17T17:45:49.340114Z | UDP | 18.64.67.109 -> 10.2.0.2 | sport=443 dport=65205
2025-10-17T17:45:49.340114Z | UDP | 18.64.67.109 -> 10.2.0.2 | sport=443 dport=65205
2025-10-17T17:45:49.340114Z | UDP | 10.2.0.2 -> 18.64.67.109 | sport=65205 dport=443
2025-10-17T17:45:49.340114Z | UDP | 10.2.0.2 -> 18.64.67.109 | sport=65205 dport=443
2025-10-17T17:45:49.346271Z | TCP | 52.88.9.152 -> 10.2.0.2 | sport=443 dport=59214
2025-10-17T17:45:49.393884Z | TCP | 10.2.0.2 -> 52.88.9.152 | sport=59214 dport=443
2025-10-17T17:45:49.505225Z | TCP | 104.199.241.202 -> 10.2.0.2 | sport=443 dport=50008
2025-10-17T17:45:49.563497Z | TCP | 10.2.0.2 -> 104.199.241.202 | sport=50008 dport=443
2025-10-17T17:45:49.872447Z | UDP | 10.2.0.2 -> 239.255.255.250 | sport=49166 dport=1900
